Annotation Cluster 1	Enrichment Score: 9.445469984057025
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0051146~striated muscle cell differentiation	3	3.296703296703297	0.09460557719069504	MYH11, MYH9, MYH10	80	89	13588	5.725280898876405	1.0	0.7762555358534413	77.61467835337379
GOTERM_BP_FAT	GO:0022604~regulation of cell morphogenesis	3	3.296703296703297	0.10925946633552672	MYH14, MYH9, MYH10	80	97	13588	5.253092783505155	1.0	0.805312252495695	82.49198826657454
GOTERM_BP_FAT	GO:0042692~muscle cell differentiation	3	3.296703296703297	0.14815073249536762	MYH11, MYH9, MYH10	80	117	13588	4.355128205128205	1.0	0.8673917010543248	91.06200218844023
KEGG_PATHWAY	mmu04510:Focal adhesion	5	5.4945054945054945	0.1583147215565564	ACTB, EGFR, ACTN4, MYL12B, FLNB	62	198	5738	2.3370804822417726	0.9999993870462756	0.6672563148187121	84.20739291377294
GOTERM_CC_FAT	GO:0030424~axon	3	3.296703296703297	0.167645115950017	MYO6, MYH14, MYH10	87	107	12504	4.02964872703835	0.9999999999999999	0.4664710061134806	90.01098571520929
GOTERM_BP_FAT	GO:0014706~striated muscle tissue development	3	3.296703296703297	0.16852795508168195	MYH11, FLNB, MYH10	80	127	13588	4.0122047244094485	1.0	0.8897654740729098	93.79303409443084
GOTERM_BP_FAT	GO:0060537~muscle tissue development	3	3.296703296703297	0.18725399240822382	MYH11, FLNB, MYH10	80	136	13588	3.746691176470588	1.0	0.8940795532208011	95.59556266909291
KEGG_PATHWAY	mmu04520:Adherens junction	3	3.296703296703297	0.19319574589696015	ACTB, EGFR, ACTN4	62	76	5738	3.653225806451613	0.9999999817291438	0.7199287738907854	89.96281287245519
GOTERM_CC_FAT	GO:0043005~neuron projection	4	4.395604395604396	0.23769594512425277	MYO6, MYH14, MYH10, TPM3	87	245	12504	2.3465165376495425	1.0	0.5811466980580657	96.68722133562213
GOTERM_BP_FAT	GO:0007517~muscle organ development	3	3.296703296703297	0.2728566745475864	MYH11, FLNB, MYH10	80	176	13588	2.8951704545454544	1.0	0.9494070263454488	99.17595267549075
KEGG_PATHWAY	mmu04670:Leukocyte transendothelial migration	3	3.296703296703297	0.3622109999632601	ACTB, ACTN4, MYL12B	62	119	5738	2.3331526158850635	0.9999999999999999	0.8887335333337889	99.19024724823151
GOTERM_CC_FAT	GO:0045202~synapse	4	4.395604395604396	0.376502418793096	PICALM, MYO6, MYH9, MYH10	87	319	12504	1.8021835477245702	1.0	0.7542244987873614	99.73437022331323
SP_PIR_KEYWORDS	coiled coil	8	8.791208791208792	0.7820590466287008	MYO6, MYH11, MYH14, MYH9, MYO18A, MYO5B, MYH10, TPM3	91	1732	17854	0.9062254143085553	1.0	0.9851399291305397	99.99999903355949

Annotation Cluster 5	Enrichment Score: 4.2091909958890215
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	coated pit	9	9.89010989010989	1.621750135396274E-12	DAB2, AP2B1, AP2A2, PICALM, MYO6, CLTB, AP2A1, CLTC, AP2M1	91	30	17854	58.85934065934065	2.643375518474045E-10	5.2867488165020404E-11	1.9643953130810132E-9
GOTERM_CC_FAT	GO:0005905~coated pit	9	9.89010989010989	3.302352479028247E-11	DAB2, AP2B1, AP2A2, PICALM, MYO6, CLTB, AP2A1, CLTC, AP2M1	87	32	12504	40.42241379310345	6.670741514724909E-9	2.2235805419157373E-9	4.145893628404451E-8
GOTERM_CC_FAT	GO:0030118~clathrin coat	9	9.89010989010989	5.637289043875112E-11	AP2B1, AP2A2, PICALM, CLTB, AP1B1, AP2A1, SYNJ1, CLTC, AP2M1	87	34	12504	38.0446247464503	1.1387326970258016E-8	1.897887846880053E-9	7.077272101696508E-8
GOTERM_CC_FAT	GO:0030117~membrane coat	9	9.89010989010989	5.207468809060383E-9	AP2B1, AP2A2, PICALM, CLTB, AP1B1, AP2A1, SYNJ1, CLTC, AP2M1	87	58	12504	22.302021403091555	1.0519081449222867E-6	1.051908642413224E-7	6.537656593863517E-6
GOTERM_CC_FAT	GO:0048475~coated membrane	9	9.89010989010989	5.207468809060383E-9	AP2B1, AP2A2, PICALM, CLTB, AP1B1, AP2A1, SYNJ1, CLTC, AP2M1	87	58	12504	22.302021403091555	1.0519081449222867E-6	1.051908642413224E-7	6.537656593863517E-6
GOTERM_BP_FAT	GO:0016192~vesicle-mediated transport	15	16.483516483516482	4.1366601601154964E-7	IGHG1, IGHG, DAB2, AP2B1, AP2A2, MYO6, PICALM, CLTB, AP1B1, AP2A1, SYNJ1, CLTC, CLINT1, MYH10, AP2M1	80	466	13588	5.467274678111588	2.86629522286197E-4	1.4332503217551196E-4	6.229927734135998E-4
GOTERM_BP_FAT	GO:0006897~endocytosis	10	10.989010989010989	1.371290535905454E-6	IGHG1, IGHG, DAB2, AP2A2, PICALM, MYO6, AP1B1, AP2A1, SYNJ1, CLINT1	80	188	13588	9.034574468085106	9.498535961612875E-4	3.167181651931861E-4	0.002065188605593349
GOTERM_BP_FAT	GO:0010324~membrane invagination	10	10.989010989010989	1.371290535905454E-6	IGHG1, IGHG, DAB2, AP2A2, PICALM, MYO6, AP1B1, AP2A1, SYNJ1, CLINT1	80	188	13588	9.034574468085106	9.498535961612875E-4	3.167181651931861E-4	0.002065188605593349
GOTERM_BP_FAT	GO:0016044~membrane organization	11	12.087912087912088	3.739126665984926E-6	IGHG1, IGHG, DAB2, AP2A2, PICALM, MYO6, AP1B1, AP2A1, SYNJ1, CLINT1, MYH10	80	272	13588	6.868933823529413	0.0025878653122696216	6.475951256935675E-4	0.005631099349312496
SP_PIR_KEYWORDS	Endocytosis	7	7.6923076923076925	7.432189012511976E-6	AP2A2, PICALM, MYO6, AP1B1, AP2A1, SYNJ1, CLINT1	91	93	17854	14.767576509511995	0.0012107178000148044	6.73005858206066E-5	0.009002377285094454
INTERPRO	IPR008152:Clathrin adaptor, alpha/beta/gamma-adaptin, appendage, Ig-like subdomain	4	4.395604395604396	1.0335524699427883E-5	AP2B1, AP2A2, AP1B1, AP2A1	91	9	17763	86.75457875457876	0.0028073293068536787	4.6843645708083415E-4	0.013604013062817888
SMART	SM00809:Alpha_adaptinC2	4	4.395604395604396	1.1202509067690937E-5	AP2B1, AP2A2, AP1B1, AP2A1	49	9	9131	82.82086167800453	5.375788998392972E-4	1.792250863256184E-4	0.010690689727488323
GOTERM_BP_FAT	GO:0015031~protein transport	15	16.483516483516482	2.0183050451639956E-5	MYO6, CLTB, MYO1C, AP1B1, ACTN4, RRBP1, CLTC, MYH9, MTTP, EPS15, AP2A2, AP2B1, AP2A1, MYO5B, AP2M1	80	651	13588	3.913594470046083	0.013889631567151839	0.0027934899479927777	0.030392023267833412
GOTERM_BP_FAT	GO:0045184~establishment of protein localization	15	16.483516483516482	2.1976946152397608E-5	MYO6, CLTB, MYO1C, AP1B1, ACTN4, RRBP1, CLTC, MYH9, MTTP, EPS15, AP2A2, AP2B1, AP2A1, MYO5B, AP2M1	80	656	13588	3.883765243902439	0.015114798242049643	0.002535146248758058	0.03309288837823887
GOTERM_CC_FAT	GO:0030131~clathrin adaptor complex	5	5.4945054945054945	2.36300025378672E-5	AP2B1, AP2A2, AP1B1, AP2A1, AP2M1	87	25	12504	28.744827586206895	0.004761942737172009	2.386373670539843E-4	0.0296619653585517
GOTERM_CC_FAT	GO:0030119~AP-type membrane coat adaptor complex	5	5.4945054945054945	2.36300025378672E-5	AP2B1, AP2A2, AP1B1, AP2A1, AP2M1	87	25	12504	28.744827586206895	0.004761942737172009	2.386373670539843E-4	0.0296619653585517
GOTERM_BP_FAT	GO:0008104~protein localization	16	17.582417582417584	2.4128177906931635E-5	MYO6, CLTB, MYO1C, AP1B1, ACTN4, RRBP1, RDX, CLTC, MYH9, MTTP, EPS15, AP2B1, AP2A2, AP2A1, MYO5B, AP2M1	80	753	13588	3.609030544488712	0.016582008542288307	0.002385867713053713	0.03633166398923082
KEGG_PATHWAY	mmu04144:Endocytosis	11	12.087912087912088	4.394070300019354E-5	EPS15, EGFR, DAB2, AP2B1, AP2A2, CLTB, HSPA2, AP2A1, CLTC, HSPA8, AP2M1	62	202	5738	5.039763653784734	0.003640515674710576	0.0018219175290966616	0.04704457454159927
INTERPRO	IPR002553:Clathrin/coatomer adaptor, adaptin-like, N-terminal	4	4.395604395604396	4.397186636527366E-5	AP2B1, AP2A2, AP1B1, AP2A1	91	14	17763	55.77080062794349	0.011889366837875892	0.001328074063437712	0.05786561500890075
SP_PIR_KEYWORDS	protein transport	11	12.087912087912088	1.0794151356363143E-4	EPS15, AP2B1, AP2A2, MYO6, ACTN4, AP1B1, MYO1C, AP2A1, RRBP1, MYO5B, AP2M1	91	461	17854	4.681509379990942	0.017441520967162893	7.647255511233908E-4	0.1306731725660315
GOTERM_CC_FAT	GO:0009898~internal side of plasma membrane	10	10.989010989010989	1.5271987879234683E-4	EPS15, AP2B1, AP2A2, CLTB, AP1B1, AP2A1, SVIL, RDX, CLTC, AP2M1	87	287	12504	5.00780968400817	0.030380712280953848	0.0012846645866900763	0.1915613437744712
SP_PIR_KEYWORDS	cytoplasmic vesicle	8	8.791208791208792	1.7097159323364438E-4	DAB2, PICALM, MYO6, CLTB, AP1B1, PIK3C2A, CLTC, CLINT1	91	232	17854	6.765441455096628	0.02748594613456834	0.0010713776769279981	0.20690444063639069
GOTERM_BP_FAT	GO:0046907~intracellular transport	11	12.087912087912088	1.8908093981130872E-4	AP2B1, AP2A2, MYO6, CLTB, AP1B1, AP2A1, MYH14, CLTC, MYH9, MYH10, AP2M1	80	431	13588	4.33491879350348	0.12282212125120961	0.016247251248247552	0.2843838814567512
GOTERM_CC_FAT	GO:0030132~clathrin coat of coated pit	3	3.296703296703297	6.888942274749665E-4	CLTB, CLTC, AP2M1	87	6	12504	71.86206896551724	0.1299499916084802	0.0046294040581275064	0.8614306107705083
GOTERM_CC_FAT	GO:0012505~endomembrane system	12	13.186813186813188	0.0010587452561966852	FMO5, DAB2, AP2B1, AP2A2, PICALM, MYO6, CLTB, MYO1C, AP2A1, RRBP1, CLTC, AP2M1	87	535	12504	3.2237189816306797	0.19263533610168837	0.005926254422857213	1.3210896723240606
GOTERM_BP_FAT	GO:0006886~intracellular protein transport	8	8.791208791208792	0.0011010896817954135	AP2B1, AP2A2, MYO6, CLTB, AP1B1, AP2A1, CLTC, AP2M1	80	276	13588	4.923188405797101	0.5339561516868876	0.07350585746489346	1.6455020363893125
GOTERM_BP_FAT	GO:0034613~cellular protein localization	8	8.791208791208792	0.0017440641004593707	AP2B1, AP2A2, MYO6, CLTB, AP1B1, AP2A1, CLTC, AP2M1	80	299	13588	4.54448160535117	0.7017107478295984	0.1041407499167728	2.5946558609639014
GOTERM_BP_FAT	GO:0070727~cellular macromolecule localization	8	8.791208791208792	0.0018114305741733742	AP2B1, AP2A2, MYO6, CLTB, AP1B1, AP2A1, CLTC, AP2M1	80	301	13588	4.514285714285714	0.7153399809910779	0.09940982197905202	2.6936052457939286
GOTERM_MF_FAT	GO:0008565~protein transporter activity	4	4.395604395604396	0.008931887940180986	AP2B1, AP2A2, AP1B1, AP2A1	87	66	13288	9.256704980842912	0.7919762173657008	0.049387228368929725	10.41592286587225
GOTERM_CC_FAT	GO:0044459~plasma membrane part	20	21.978021978021978	0.013849280925169523	EGFR, LIMA1, CLTB, AP1B1, MYO1C, RDX, CLTC, MYH9, FLNB, CAPZB, GAK, EPS15, AP2B1, HSP90B1, AP2A2, AP2A1, SVIL, NUMB, SLC27A5, AP2M1	87	1633	12504	1.760246637244758	0.9402214002459299	0.06800486907813763	16.061384238058086
KEGG_PATHWAY	mmu05016:Huntington's disease	6	6.593406593406594	0.04411468846137213	AP2B1, AP2A2, CLTB, AP2A1, CLTC, AP2M1	62	183	5738	3.0343733474352192	0.9763582067183618	0.3123490590995369	38.316043291784
SP_PIR_KEYWORDS	transport	14	15.384615384615385	0.051012096169842605	HDLBP, MYO6, MYO1C, AP1B1, ACTN4, RRBP1, MTTP, EPS15, AP2B1, AP2A2, AP2A1, ABCD3, MYO5B, AP2M1	91	1571	17854	1.7484208980071487	0.9998034421855843	0.17275696726990564	46.966005438286295
INTERPRO	IPR011989:Armadillo-like helical	3	3.296703296703297	0.14083999924462415	AP2B1, AP2A2, AP1B1	91	130	17763	4.504564666103128	1.0	0.8339059866087221	86.4417738574921
SP_PIR_KEYWORDS	golgi apparatus	6	6.593406593406594	0.14692483139151455	PICALM, MYO6, AP1B1, PIK3C2A, GAK, MTTP	91	553	17854	2.1287284144427003	0.9999999999943645	0.4105769125199822	85.41063765662031
GOTERM_CC_FAT	GO:0005794~Golgi apparatus	8	8.791208791208792	0.18839495826086683	PICALM, MYO6, CLTB, AP1B1, AP2A1, PIK3C2A, CLTC, GAK	87	682	12504	1.6859136414197593	1.0	0.5047848239627966	92.72423072125228
GOTERM_CC_FAT	GO:0030141~secretory granule	3	3.296703296703297	0.19230755877418101	AP2A2, AP2A1, AP2M1	87	117	12504	3.685234305923961	1.0	0.5013434312225205	93.15251942107709
KEGG_PATHWAY	mmu04142:Lysosome	3	3.296703296703297	0.3622109999632601	CLTB, AP1B1, CLTC	62	119	5738	2.3331526158850635	0.9999999999999999	0.8887335333337889	99.19024724823151
GOTERM_CC_FAT	GO:0044431~Golgi apparatus part	3	3.296703296703297	0.4647693312034822	CLTB, AP1B1, CLTC	87	227	12504	1.8994379462251252	1.0	0.8353177247343809	99.96091599218691

Annotation Cluster 6	Enrichment Score: 3.7912423228217844
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	rrna-binding	4	4.395604395604396	5.3942326417747296E-5	RPS18, RPL8, RPS9, RPS4X	91	15	17854	52.31941391941392	0.008754292428506227	4.1861884806204674E-4	0.06532176377472831
SP_PIR_KEYWORDS	rna-binding	11	12.087912087912088	1.632834360376178E-4	RPS18, HDLBP, DDX3X, RPL7, SYNJ1, RPL8, DDX1, RPS9, PABPC1, RPS4X, RPS3	91	485	17854	4.449847060156339	0.02626625313865305	0.0010641283423071801	0.19760891478184384
GOTERM_MF_FAT	GO:0019843~rRNA binding	4	4.395604395604396	4.801768607292699E-4	RPS18, RPL8, RPS9, RPS4X	87	24	13288	25.455938697318008	0.08061575501354024	0.0041937382139662915	0.5870849262970657

Annotation Cluster 7	Enrichment Score: 3.501247346144511
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	endoplasmic reticulum	19	20.87912087912088	6.321066014875962E-9	P4HB, CYP2C37, PDIA3, CYP2F2, RRBP1, CYP3A11, CYP2C29, CYP1A2, CYP2E1, PDIA4, MTTP, CYP2A12, FMO5, HSP90B1, ACSL1, DNAJB11, HSPA5, SLC27A2, SLC27A5	91	678	17854	5.498168498168498	1.0303332310668267E-6	8.586114308428705E-8	7.65682478531815E-6
SP_PIR_KEYWORDS	microsome	9	9.89010989010989	3.8718323486154656E-8	CYP2A12, FMO5, CYP2C37, ACSL1, CYP2F2, CYP3A11, CYP2C29, CYP1A2, CYP2E1	91	100	17854	17.657802197802198	6.311066927389142E-6	4.854681008303885E-7	4.690021669917499E-5
GOTERM_CC_FAT	GO:0005792~microsome	11	12.087912087912088	3.32380244396214E-7	CYP2A12, P4HB, FMO5, CYP2C37, ACSL1, CYP2F2, CYP3A11, CYP2C29, CYP1A2, CYP2E1, SLC27A2	87	176	12504	8.982758620689657	6.713856664031237E-5	3.949452232365758E-6	4.172821533754423E-4
GOTERM_CC_FAT	GO:0042598~vesicular fraction	11	12.087912087912088	4.5343199179290963E-7	CYP2A12, P4HB, FMO5, CYP2C37, ACSL1, CYP2F2, CYP3A11, CYP2C29, CYP1A2, CYP2E1, SLC27A2	87	182	12504	8.68662372110648	9.158908858120096E-5	5.088502782246707E-6	5.692544873148186E-4
SP_PIR_KEYWORDS	Monooxygenase	8	8.791208791208792	1.204562761254397E-6	CYP2A12, FMO5, CYP2C37, CYP2F2, CYP3A11, CYP2C29, CYP1A2, CYP2E1	91	108	17854	14.533170533170534	1.9632457413854E-4	1.3089504220409331E-5	0.0014590995564889297
SP_PIR_KEYWORDS	chromoprotein	6	6.593406593406594	1.66554633367115E-6	CYP2A12, CYP2F2, CYP3A11, CYP2C29, CYP1A2, CYP2E1	91	40	17854	29.42967032967033	2.714474299443381E-4	1.6967623452379677E-5	0.0020174886440571527
INTERPRO	IPR017973:Cytochrome P450, C-terminal region	7	7.6923076923076925	3.4192735914711215E-6	CYP2A12, CYP2C37, CYP2F2, CYP3A11, CYP2C29, CYP1A2, CYP2E1	91	81	17763	16.86894586894587	9.296116500429052E-4	3.0996661939231007E-4	0.004500768033044444
INTERPRO	IPR001128:Cytochrome P450	7	7.6923076923076925	5.192606136330312E-6	CYP2A12, CYP2C37, CYP2F2, CYP3A11, CYP2C29, CYP1A2, CYP2E1	91	87	17763	15.705570291777189	0.0014113955791565935	3.53035802209134E-4	0.006834920645448772
INTERPRO	IPR017972:Cytochrome P450, conserved site	7	7.6923076923076925	5.927182177377295E-6	CYP2A12, CYP2C37, CYP2F2, CYP3A11, CYP2C29, CYP1A2, CYP2E1	91	89	17763	15.352636127917027	0.0016108994365450213	3.223876879484555E-4	0.007801793124595502
PIR_SUPERFAMILY	PIRSF000045:cytochrome P450 CYP2D6	6	6.593406593406594	7.42490700092934E-6	CYP2A12, CYP2C37, CYP2F2, CYP2C29, CYP1A2, CYP2E1	64	36	8136	21.1875	5.567150690515277E-4	5.567150690515277E-4	0.007792196648503946
GOTERM_MF_FAT	GO:0016712~oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	6	6.593406593406594	8.990789478347358E-6	CYP2A12, CYP2C37, CYP3A11, CYP2C29, CYP1A2, CYP2E1	87	44	13288	20.82758620689655	0.0015721580943987012	1.0488751437043309E-4	0.011021716264414394
SP_PIR_KEYWORDS	metalloprotein	6	6.593406593406594	9.074395027366425E-6	CYP2A12, CYP2F2, CYP3A11, CYP2C29, CYP1A2, CYP2E1	91	56	17854	21.021193092621665	0.0014780397223806974	7.784608039429486E-5	0.010991429591733493
SP_PIR_KEYWORDS	electron transfer	5	5.4945054945054945	9.695943532574535E-6	CYP2A12, CYP2F2, CYP3A11, CYP1A2, CYP2E1	91	27	17854	36.332926332926334	0.0015791982099686575	7.901920070796375E-5	0.011744244357814182
GOTERM_CC_FAT	GO:0005783~endoplasmic reticulum	19	20.87912087912088	1.2373681787322977E-5	P4HB, CYP2C37, PDIA3, CYP2F2, RRBP1, CYP3A11, CYP2C29, CYP1A2, CYP2E1, PDIA4, MTTP, CYP2A12, FMO5, HSP90B1, ACSL1, DNAJB11, HSPA5, SLC27A2, SLC27A5	87	838	12504	3.258661838531808	0.0024963780379593237	1.315439360255466E-4	0.015533286040336769
COG_ONTOLOGY	Secondary metabolites biosynthesis, transport, and catabolism	7	7.6923076923076925	1.4433625928709302E-5	CYP2A12, CYP2C37, CYP2F2, CYP3A11, CYP2C29, CYP1A2, CYP2E1	13	109	2040	10.077628793225124	1.0103100668523712E-4	1.0103100668523712E-4	0.0074408057537667105
UP_SEQ_FEATURE	metal ion-binding site:Iron (heme axial ligand)	7	7.6923076923076925	1.9570862634571323E-5	CYP2A12, CYP2C37, CYP2F2, CYP3A11, CYP2C29, CYP1A2, CYP2E1	91	99	16021	12.44832944832945	0.0077396023335697395	0.0012941133282372563	0.027264196740939273
INTERPRO	IPR002401:Cytochrome P450, E-class, group I	6	6.593406593406594	2.786838636596723E-5	CYP2A12, CYP2C37, CYP2F2, CYP2C29, CYP1A2, CYP2E1	91	70	17763	16.731240188383047	0.007551648650546694	9.470895669867474E-4	0.036677525467343486
GOTERM_MF_FAT	GO:0070330~aromatase activity	5	5.4945054945054945	6.539792132637562E-5	CYP2A12, CYP2C37, CYP3A11, CYP2C29, CYP1A2	87	34	13288	22.461122379986474	0.011379765490815208	6.730093379148094E-4	0.08014518482074573
SP_PIR_KEYWORDS	heme	7	7.6923076923076925	8.19034775247472E-5	CYP2A12, CYP2C37, CYP2F2, CYP3A11, CYP2C29, CYP1A2, CYP2E1	91	142	17854	9.67172264355363	0.013262086768671688	6.066710635133088E-4	0.09916606981580367
KEGG_PATHWAY	mmu00982:Drug metabolism	7	7.6923076923076925	1.2797744315204806E-4	CYP2A12, FMO5, CYP2C37, CYP3A11, CYP2C29, CYP1A2, CYP2E1	62	75	5738	8.63784946236559	0.01056658477332606	0.0035346741249651092	0.13696160007479197
GOTERM_CC_FAT	GO:0000267~cell fraction	14	15.384615384615385	2.0277530479178904E-4	ACTB, P4HB, CYP2C37, CYP2F2, CYP3A11, CYP2C29, CYP2E1, CYP1A2, CYP2A12, FMO5, ACSL1, PYGL, RPL7A, SLC27A2	87	596	12504	3.376070354084703	0.04013704990546052	0.0016372488445708377	0.25427391273454836
GOTERM_MF_FAT	GO:0020037~heme binding	7	7.6923076923076925	3.3662014352455437E-4	CYP2A12, CYP2C37, CYP2F2, CYP3A11, CYP2C29, CYP1A2, CYP2E1	87	144	13288	7.424648786717752	0.05721634265555353	0.0032678955590866865	0.41189888978784284
GOTERM_CC_FAT	GO:0019898~extrinsic to membrane	12	13.186813186813188	3.741466879756725E-4	CYP2A12, P4HB, CYP2C37, MYO6, CYP2F2, CYP3A11, CYP2C29, NUMB, RDX, CYP1A2, CYP2E1, CLINT1	87	472	12504	3.6540035067212155	0.07280536485846456	0.002696065251158175	0.46870418702840144
GOTERM_MF_FAT	GO:0046906~tetrapyrrole binding	7	7.6923076923076925	4.338684424887087E-4	CYP2A12, CYP2C37, CYP2F2, CYP3A11, CYP2C29, CYP1A2, CYP2E1	87	151	13288	7.080459770114942	0.07313138361738825	0.00398904639348141	0.5306044949860644
SP_PIR_KEYWORDS	transmembrane protein	9	9.89010989010989	5.572245466736153E-4	IGHG1, EGFR, CYP2A12, IGHG, CYP2F2, CYP3A11, CYP2C29, CYP1A2, CYP2E1	91	370	17854	4.772378972378972	0.08684798910698122	0.0033592678139707788	0.6728904899304666
SP_PIR_KEYWORDS	oxidoreductase	11	12.087912087912088	6.033818758620349E-4	CYP2A12, MTHFD1, FMO5, CYP2C37, CYP2F2, CYP3A11, CYP2C29, CYP1A2, CYP2E1, PRDX1, HADHA	91	572	17854	3.7730346576500424	0.09369639968407917	0.003507439135355006	0.7284422072390107
KEGG_PATHWAY	mmu00980:Metabolism of xenobiotics by cytochrome P450	6	6.593406593406594	6.249946408352267E-4	CYP2C37, CYP2F2, CYP3A11, CYP2C29, CYP1A2, CYP2E1	62	66	5738	8.413489736070382	0.05056743477603676	0.012888910454851632	0.6672586996951502
GOTERM_CC_FAT	GO:0005624~membrane fraction	12	13.186813186813188	7.155018329303373E-4	CYP2A12, P4HB, FMO5, CYP2C37, ACSL1, CYP2F2, CYP3A11, CYP2C29, RPL7A, CYP1A2, CYP2E1, SLC27A2	87	510	12504	3.3817444219066934	0.13461700491516448	0.0046531115816079716	0.8945648012231411
GOTERM_CC_FAT	GO:0005626~insoluble fraction	12	13.186813186813188	9.511713687584694E-4	CYP2A12, P4HB, FMO5, CYP2C37, ACSL1, CYP2F2, CYP3A11, CYP2C29, RPL7A, CYP1A2, CYP2E1, SLC27A2	87	528	12504	3.2664576802507836	0.17488132284704871	0.005808159525196754	1.187597159371001
BIOCARTA	m_AcetaminophenPathway:Mechanism of Acetaminophen Activity and Toxicity	3	3.296703296703297	0.001348304989694563	CYP3A11, CYP1A2, CYP2E1	11	7	1171	45.62337662337662	0.034471427463812265	0.034471427463812265	1.100362383586595
KEGG_PATHWAY	mmu00591:Linoleic acid metabolism	5	5.4945054945054945	0.0013514933207708349	CYP2C37, CYP3A11, CYP2C29, CYP1A2, CYP2E1	62	46	5738	10.059607293127629	0.10617906041265923	0.022199837875069517	1.4378106203506325
GOTERM_MF_FAT	GO:0009055~electron carrier activity	7	7.6923076923076925	0.0019640503545366515	CYP2A12, CYP2C37, CYP2F2, CYP3A11, CYP2C29, CYP1A2, CYP2E1	87	202	13288	5.29281893706612	0.2911042386658792	0.013145403128962285	2.3813852958086468
BIOCARTA	m_nuclearRsPathway:Nuclear Receptors in Lipid Metabolism and Toxicity	4	4.395604395604396	0.0021410691135070295	CYP3A11, ABCD3, CYP1A2, CYP2E1	11	33	1171	12.903581267217632	0.05420314731418707	0.027479124807177735	1.742367853399951
GOTERM_BP_FAT	GO:0055114~oxidation reduction	11	12.087912087912088	0.005402772686908635	CYP2A12, MTHFD1, FMO5, CYP2C37, CYP2F2, CYP3A11, CYP2C29, CYP1A2, CYP2E1, PRDX1, HADHA	80	672	13588	2.7802827380952384	0.9765825163046978	0.20914609358580116	7.834851741181803
KEGG_PATHWAY	mmu00830:Retinol metabolism	5	5.4945054945054945	0.005669195399081385	CYP2A12, CYP2C37, CYP3A11, CYP2C29, CYP1A2	62	68	5738	6.805028462998102	0.37617293062345114	0.057279335411267285	5.90659557454829
SP_PIR_KEYWORDS	iron	7	7.6923076923076925	0.0056711489721742205	CYP2A12, CYP2C37, CYP2F2, CYP3A11, CYP2C29, CYP1A2, CYP2E1	91	321	17854	4.278456745746466	0.604272102839392	0.024743555428183628	6.657178320089152
GOTERM_MF_FAT	GO:0005506~iron ion binding	7	7.6923076923076925	0.023691463006846346	CYP2A12, CYP2C37, CYP2F2, CYP3A11, CYP2C29, CYP1A2, CYP2E1	87	343	13288	3.1170537180389397	0.9849429392883492	0.11609798575624741	25.468011452021667
KEGG_PATHWAY	mmu00590:Arachidonic acid metabolism	3	3.296703296703297	0.22048553059826342	CYP2C37, CYP2C29, CYP2E1	62	83	5738	3.3451224251846092	0.9999999989494734	0.7479845682583208	93.05644621008994
SP_PIR_KEYWORDS	metal-binding	11	12.087912087912088	0.886362740578549	CYP2A12, CYP2C37, LIMA1, CYP2F2, ALB, CYP3A11, CYP2C29, BHMT, CYP1A2, CYP2E1, RPS27A	91	2682	17854	0.8046889724742073	1.0	0.9970061669290452	99.99999999963747
GOTERM_MF_FAT	GO:0046872~metal ion binding	18	19.78021978021978	0.9807952147942027	CYP2C37, LIMA1, CLTB, ACTN4, CYP2F2, CYP3A11, CYP2C29, MYL12B, CYP1A2, CYP2E1, EPS15, CYP2A12, HSP90B1, ACSL1, ALB, SVIL, BHMT, RPS27A	87	3850	13288	0.7140886699507389	1.0	0.999999788957414	100.0
GOTERM_MF_FAT	GO:0046914~transition metal ion binding	11	12.087912087912088	0.9829345184926819	CYP2A12, CYP2C37, LIMA1, CYP2F2, ALB, CYP3A11, CYP2C29, BHMT, CYP1A2, CYP2E1, RPS27A	87	2608	13288	0.6442070375855018	1.0	0.9999998119107236	100.0
GOTERM_MF_FAT	GO:0043169~cation binding	18	19.78021978021978	0.9830987687618546	CYP2C37, LIMA1, CLTB, ACTN4, CYP2F2, CYP3A11, CYP2C29, MYL12B, CYP1A2, CYP2E1, EPS15, CYP2A12, HSP90B1, ACSL1, ALB, SVIL, BHMT, RPS27A	87	3885	13288	0.7076554386899214	1.0	0.9999997477543879	100.0
GOTERM_MF_FAT	GO:0043167~ion binding	18	19.78021978021978	0.9859141934932577	CYP2C37, LIMA1, CLTB, ACTN4, CYP2F2, CYP3A11, CYP2C29, MYL12B, CYP1A2, CYP2E1, EPS15, CYP2A12, HSP90B1, ACSL1, ALB, SVIL, BHMT, RPS27A	87	3934	13288	0.6988412250407587	1.0	0.9999998218578534	100.0
